epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,36,,,0.09734031558036804,0.1000475212931633,0.1077733263373375,0.10646945983171463,0.04251866787672043
0,36,0.04925213009119034,,,,,,
1,49,,0.021500181406736374,,,,,
1,73,,,0.0423516109585762,0.04386031627655029,0.04779617488384247,0.04459727928042412,0.030074680224061012
1,73,0.01827511377632618,,,,,,
2,99,,0.01301472820341587,,,,,
2,110,,,0.046354398131370544,0.04753701761364937,0.054284337908029556,0.04888586327433586,0.028967905789613724
2,110,0.015375301241874695,,,,,,
3,147,,,0.09561871737241745,0.09841791540384293,0.10436677187681198,0.10443422943353653,0.04517805576324463
3,147,0.015085688792169094,,,,,,
4,149,,0.013055161572992802,,,,,
4,184,,,0.04738708585500717,0.04848143085837364,0.055863674730062485,0.04999904707074165,0.03330770507454872
4,184,0.014876805245876312,,,,,,
5,199,,0.013106065802276134,,,,,
5,221,,,0.06372065842151642,0.06500591337680817,0.07505617290735245,0.06802526861429214,0.03226478025317192
5,221,0.014482816681265831,,,,,,
6,249,,0.017937511205673218,,,,,
6,258,,,0.04230164736509323,0.043531037867069244,0.048721060156822205,0.04451902583241463,0.029131300747394562
6,258,0.013782404363155365,,,,,,
7,295,,,0.06109042465686798,0.062318507581949234,0.07204308360815048,0.0650935024023056,0.03626065328717232
7,295,0.013680043630301952,,,,,,
8,299,,0.011947572231292725,,,,,
8,332,,,0.09154850989580154,0.09422194957733154,0.09999001771211624,0.09972913563251495,0.04244617745280266
8,332,0.013669228181242943,,,,,,
9,349,,0.010453288443386555,,,,,
9,369,,,0.10027062892913818,0.10342124849557877,0.10781934857368469,0.10987582057714462,0.04399719089269638
9,369,0.013612273149192333,,,,,,
10,399,,0.014477308839559555,,,,,
10,406,,,0.03641830012202263,0.038401469588279724,0.03901179879903793,0.038361240178346634,0.028826763853430748
10,406,0.013895842246711254,,,,,,
11,443,,,0.05402837693691254,0.05506138131022453,0.06454744935035706,0.05726191774010658,0.0321359783411026
11,443,0.013695141300559044,,,,,,
12,449,,0.014926877804100513,,,,,
12,480,,,0.049309056252241135,0.05029674246907234,0.05881749093532562,0.05208461731672287,0.03165184706449509
12,480,0.013434745371341705,,,,,,
13,499,,0.011607678607106209,,,,,
13,517,,,0.0516425296664238,0.05264429375529289,0.061702363193035126,0.05463878810405731,0.03273432329297066
13,517,0.013583922758698463,,,,,,
14,549,,0.014015479013323784,,,,,
14,554,,,0.06607910990715027,0.06755279004573822,0.07632467895746231,0.0706910565495491,0.037503767758607864
14,554,0.013326763175427914,,,,,,
15,591,,,0.07538338005542755,0.07731370627880096,0.08467883616685867,0.08120989799499512,0.039864446967840195
15,591,0.013298536650836468,,,,,,
16,599,,0.014466277323663235,,,,,
16,628,,,0.056519243866205215,0.05762505531311035,0.06709716469049454,0.06001899391412735,0.03554286062717438
16,628,0.013421189971268177,,,,,,
17,649,,0.01356023084372282,,,,,
17,665,,,0.049206409603357315,0.05018555372953415,0.058743011206388474,0.051971934735774994,0.032701630145311356
17,665,0.01334378682076931,,,,,,
18,699,,0.013126910664141178,,,,,
18,702,,,0.060120273381471634,0.061370547860860825,0.07045134902000427,0.06402663886547089,0.03473472595214844
18,702,0.013356124982237816,,,,,,
