epoch,step,train_loss_epoch,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,36,,0.14344669878482819,0.14846819639205933,0.15084786713123322,0.16151638329029083,0.06323765218257904
0,36,0.052719246596097946,,,,,
